Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
GBZ,ASX:GBZ,GBM Resources Limited (ASX:GBZ),https://www.listcorp.com/asx/gbz/gbm-resources-limited,"	10410200",0.009,0,0,Materials
ANR,ASX:ANR,Anatara Lifesciences Ltd (ASX:ANR),https://www.listcorp.com/asx/anr/anatara-lifesciences,"	10394700",0.05,0,0,Health Care
HGL,ASX:HGL,Hudson Investment Group Limited (ASX:HGL),https://www.listcorp.com/asx/hgl/hudson-investment-group-limited,"	10388000",0.175,0,0,Real Estate
KM1,ASX:KM1,Kali Metals Limited (ASX:KM1),https://www.listcorp.com/asx/km1/kali-metals-limited,"	10371700",0.135,0,0,Materials
SP8,ASX:SP8,StreamPlay Studio Limited (ASX:SP8),https://www.listcorp.com/asx/sp8/streamplay-studio-limited,"	10355600",0.009,0,0,Communication Services
CDD,ASX:CDD,Cardno Limited (ASX:CDD),https://www.listcorp.com/asx/cdd/cardno,"	10351100",0.265,0,0,Industrials
HGV,ASX:HGV,Hygrovest Limited (ASX:HGV),https://www.listcorp.com/asx/hgv/hygrovest-limited,"	10305200",0.049,0,0,Financials
PEC,ASX:PEC,Perpetual Resources Limited (ASX:PEC),https://www.listcorp.com/asx/pec/perpetual-resources-limited,"	10304400",0.014,0,0,Materials
GML,ASX:GML,Gateway Mining Limited (ASX:GML),https://www.listcorp.com/asx/gml/gateway-mining,"	10281900",0.024,0,0,Materials
IG6,ASX:IG6,International Graphite Limited (ASX:IG6),https://www.listcorp.com/asx/ig6/international-graphite-limited,"	10258600",0.054,0,0,Industrials
SPA,ASX:SPA,Spacetalk Limited (ASX:SPA),https://www.listcorp.com/asx/spa/spacetalk-limited,"	10204200",0.16,0,0,Information Technology
LLI,ASX:LLI,Loyal Lithium Limited (ASX:LLI),https://www.listcorp.com/asx/lli/loyal-lithium-limited,"	10200600",0.11,0,0,Materials
MIO,ASX:MIO,Macarthur Minerals Limited (ASX:MIO),https://www.listcorp.com/asx/mio/macarthur-minerals-limited,"	10182900",0.051,0,0,Materials
PNM,ASX:PNM,Pacific Nickel Mines Limited (ASX:PNM),https://www.listcorp.com/asx/pnm/pacific-nickel-mines-limited,"	10103800",0.024,0,0,Materials
CMG,ASX:CMG,Critical Minerals Group Limited (ASX:CMG),https://www.listcorp.com/asx/cmg/critical-minerals-group-limited,"	10085200",0.14,0,0,Materials
ITM,ASX:ITM,iTech Minerals Ltd (ASX:ITM),https://www.listcorp.com/asx/itm/itech-minerals,"	10073400",0.059,0,0,Materials
NVO,ASX:NVO,Novo Resources Corp (ASX:NVO),https://www.listcorp.com/asx/nvo/novo-resources-corp,"	10068000",0.09,0,0,Materials
EVG,ASX:EVG,Evion Group NL (ASX:EVG),https://www.listcorp.com/asx/evg/evion-group-nl,"	10061900",0.029,0,0,Materials
VEN,ASX:VEN,Vintage Energy Ltd (ASX:VEN),https://www.listcorp.com/asx/ven/vintage-energy-ltd,"	10017200",0.006,0,0,Energy
100,ASX:H100,Betashares FTSE 100 Currency Hedged ETF (ASX:H100),https://www.listcorp.com/asx/h100/betashares-ftse-100-currency-hedged-etf,"	10008300",11.13,0,0,Unclassified
NTL,ASX:NTL,New Talisman Gold Mines Limited (ASX:NTL),https://www.listcorp.com/asx/ntl/new-talisman-gold-mines-limited,"	10007200",0.016,0,0,Materials
TG6,ASX:TG6,TG Metals Limited (ASX:TG6),https://www.listcorp.com/asx/tg6/tg-metals-limited,"	9955060",0.14,0,0,Materials
SRN,ASX:SRN,Surefire Resources NL (ASX:SRN),https://www.listcorp.com/asx/srn/surefire-resources-nl,"	9931540",0.005,0,0,Materials
JCS,ASX:JCS,JCurve Solutions (ASX:JCS),https://www.listcorp.com/asx/jcs/jcurve-solutions,"	9910300",0.03,0,0,Information Technology
SHP,ASX:SHP,South Harz Potash Ltd (ASX:SHP),https://www.listcorp.com/asx/shp/south-harz-potash-ltd,"	9908750",0.01,0,0,Materials
COY,ASX:COY,Coppermoly Limited (ASX:COY),https://www.listcorp.com/asx/coy/coppermoly,"	9907200",0.014,0,0,Materials
GW1,ASX:GW1,Greenwing Resources Ltd (ASX:GW1),https://www.listcorp.com/asx/gw1/greenwing-resources-ltd,"	9866710",0.041,0,0,Materials
TYX,ASX:TYX,Tyranna Resources Limited (ASX:TYX),https://www.listcorp.com/asx/tyx/tyranna-resources-limited,"	9863780",0.003,0,0,Materials
BDT,ASX:BDT,BirdDog Technology Limited (ASX:BDT),https://www.listcorp.com/asx/bdt/birddog-technology-limited,"	9850650",0.061,0,0,Information Technology
ROC,ASX:ROC,RocketBoots Limited (ASX:ROC),https://www.listcorp.com/asx/roc/rocketboots-limited,"	9807220",0.089,0,0,Information Technology
UGG,ASX:BUGG,Global X Cybersecurity ETF (ASX:BUGG),https://www.listcorp.com/asx/bugg/global-x-cybersecurity-etf,"	9794430",13.05,0,0,Unclassified
MM1,ASX:MM1,Midas Minerals Ltd (ASX:MM1),https://www.listcorp.com/asx/mm1/midas-minerals-ltd,"	9766370",0.08,0,0,Materials
ABX,ASX:ABX,ABx Group Limited (ASX:ABX),https://www.listcorp.com/asx/abx/abx-group-limited,"	9751690",0.039,0,0,Materials
KBC,ASX:KBC,Keybridge Capital Limited (ASX:KBC),https://www.listcorp.com/asx/kbc/keybridge-capital,"	9744880",0.047,0,0,Financials
MKL,ASX:MKL,Mighty Kingdom Limited (ASX:MKL),https://www.listcorp.com/asx/mkl/mighty-kingdom-limited,"	9722850",0.045,0,0,Communication Services
NWM,ASX:NWM,Norwest Minerals Limited (ASX:NWM),https://www.listcorp.com/asx/nwm/norwest-minerals-limited,"	9702390",0.02,0,0,Materials
CI1,ASX:CI1,Credit Intelligence Limited (ASX:CI1),https://www.listcorp.com/asx/ci1/credit-intelligence-limited,"	9684970",0.11,0,0,Industrials
SFG,ASX:SFG,Seafarms Group Limited (ASX:SFG),https://www.listcorp.com/asx/sfg/seafarms-group-limited,"	9673200",0.002,0,0,Consumer Staples
NAE,ASX:NAE,New Age Exploration Limited (ASX:NAE),https://www.listcorp.com/asx/nae/new-age-exploration,"	9647540",0.004,0,0,Energy
YLD,ASX:QYLD,Global X Nasdaq 100 Covered Call ETF (ASX:QYLD),https://www.listcorp.com/asx/qyld/global-x-nasdaq-100-covered-call-etf,"	9636180",12.07,0,0,Unclassified
AJL,ASX:AJL,AJ Lucas Group (ASX:AJL),https://www.listcorp.com/asx/ajl/aj-lucas,"	9630110",0.007,0,0,Industrials
TMS,ASX:TMS,Tennant Minerals Limited (ASX:TMS),https://www.listcorp.com/asx/tms/tennant-minerals-limited,"	9558900",0.01,0,0,Materials
DVL,ASX:DVL,dorsaVi Ltd (ASX:DVL),https://www.listcorp.com/asx/dvl/dorsavi-ltd,"	9506090",0.013,0,0,Health Care
RAG,ASX:RAG,Ragnar Metals Limited (ASX:RAG),https://www.listcorp.com/asx/rag/ragnar-metals-limited,"	9479720",0.021,0,0,Materials
FRX,ASX:FRX,Flexiroam Limited (ASX:FRX),https://www.listcorp.com/asx/frx/flexiroam-limited,"	9427720",0.012,0,0,Communication Services
TON,ASX:TON,Triton Minerals Limited (ASX:TON),https://www.listcorp.com/asx/ton/triton-minerals-limited,"	9410330",0.007,0,0,Materials
IVE,ASX:GIVE,Perpetual ESG Australian Share Fund (Managed Fund) (ASX:GIVE),https://www.listcorp.com/asx/give/perpetual-esg-australian-share-fund-managed-fund,"	9397710",3.25,0,0,Unclassified
DGR,ASX:DGR,DGR Global Limited (ASX:DGR),https://www.listcorp.com/asx/dgr/dgr-global-limited,"	9393260",0.009,0,0,Materials
CBH,ASX:CBH,Coolabah Metals Limited (ASX:CBH),https://www.listcorp.com/asx/cbh/coolabah-metals-limited,"	9390940",0.07,0,0,Materials
CUF,ASX:CUF,CuFe Ltd (ASX:CUF),https://www.listcorp.com/asx/cuf/cufe-ltd,"	9356720",0.007,0,0,Materials
BUX,ASX:BUX,Buxton Resources Limited (ASX:BUX),https://www.listcorp.com/asx/bux/buxton-resources-limited,"	9335860",0.043,0,0,Materials
LAT,ASX:LAT,Latitude 66 Limited (ASX:LAT),https://www.listcorp.com/asx/lat/latitude-66-limited,"	9321050",0.065,0,0,Materials
1AE,ASX:1AE,Aurora Energy Metals Limited (ASX:1AE),https://www.listcorp.com/asx/1ae/aurora-energy-metals-limited,"	9311310",0.052,0,0,Materials
MTL,ASX:MTL,Mantle Minerals Limited (ASX:MTL),https://www.listcorp.com/asx/mtl/mantle-minerals-limited,"	9296170",0.0015,0,0,Materials
AAU,ASX:AAU,Antilles Gold Limited (ASX:AAU),https://www.listcorp.com/asx/aau/antilles-gold-limited,"	9278710",0.005,0,0,Materials
ZNO,ASX:ZNO,Zoono Group Limited (ASX:ZNO),https://www.listcorp.com/asx/zno/zoono-group-limited,"	9241280",0.026,0,0,Materials
PVL,ASX:PVL,Powerhouse Ventures Limited (ASX:PVL),https://www.listcorp.com/asx/pvl/powerhouse-ventures-limited,"	9231000",0.074,0,0,Financials
LNU,ASX:LNU,Linius Technologies Limited (ASX:LNU),https://www.listcorp.com/asx/lnu/linius-technologies-limited,"	9226820",0.0015,0,0,Information Technology
FME,ASX:FME,Future Metals NL (ASX:FME),https://www.listcorp.com/asx/fme/future-metals-nl,"	9200650",0.016,0,0,Materials
FL1,ASX:FL1,First Lithium Limited (ASX:FL1),https://www.listcorp.com/asx/fl1/first-lithium-limited,"	9160160",0.115,0,0,Materials
MMR,ASX:MMR,MEC Resources Limited (ASX:MMR),https://www.listcorp.com/asx/mmr/mec-resources-limited,"	9159040",0.005,0,0,Energy
HAL,ASX:HAL,Halo Technologies Holdings Limited (ASX:HAL),https://www.listcorp.com/asx/hal/halo-technologies-holdings,"	9133180",0.071,0,0,Financials
GLA,ASX:GLA,Gladiator Resources Ltd (ASX:GLA),https://www.listcorp.com/asx/gla/gladiator-resources,"	9099560",0.012,0,0,Materials
1MC,ASX:1MC,Morella Corporation Limited (ASX:1MC),https://www.listcorp.com/asx/1mc/morella-corporation-limited,"	9092660",0.03,0,0,Materials
VSR,ASX:VSR,Voltaic Strategic Resources Ltd (ASX:VSR),https://www.listcorp.com/asx/vsr/-voltaic-strategic-resources-ltd,"	9080800",0.016,0,0,Materials
AON,ASX:AON,Apollo Minerals Limited (ASX:AON),https://www.listcorp.com/asx/aon/apollo-minerals-limited,"	9052460",0.013,0,0,Materials
APL,ASX:APL,Associate Global Partners Limited (ASX:APL),https://www.listcorp.com/asx/apl/associate-global-partners-limited,"	9038790",0.16,0,0,Financials
EV1,ASX:EV1,Evolution Energy Minerals Limited (ASX:EV1),https://www.listcorp.com/asx/ev1/evolution-energy-minerals-limited,"	9014180",0.025,0,0,Materials
MGU,ASX:MGU,Magnum Mining & Exploration Limited (ASX:MGU),https://www.listcorp.com/asx/mgu/magnum-mining-and-exploration-limited,"	8902980",0.011,0,0,Materials
GTR,ASX:GTR,GTI Energy Ltd (ASX:GTR),https://www.listcorp.com/asx/gtr/gti-energy-ltd,"	8888850",0.003,0,0,Materials
BCM,ASX:BCM,Brazilian Critical Minerals Limited (ASX:BCM),https://www.listcorp.com/asx/bcm/brazilian-critical-minerals-limited,"	8885100",0.01,0,0,Materials
PRS,ASX:PRS,Prospech Limited (ASX:PRS),https://www.listcorp.com/asx/prs/prospech-limited,"	8878300",0.027,0,0,Materials
KNO,ASX:KNO,Knosys Limited (ASX:KNO),https://www.listcorp.com/asx/kno/knosys-limited,"	8861690",0.041,0,0,Information Technology
VAR,ASX:VAR,Variscan Mines Limited (ASX:VAR),https://www.listcorp.com/asx/var/variscan-mines-limited,"	8860010",0.011,0,0,Materials
EMN,ASX:EMN,Euro Manganese Inc (ASX:EMN),https://www.listcorp.com/asx/emn/euro-manganese-inc,"	8854990",0.042,0,0,Materials
TSL,ASX:TSL,Titanium Sands Limited (ASX:TSL),https://www.listcorp.com/asx/tsl/titanium-sands-limited,"	8846990",0.005,0,0,Materials
PGD,ASX:PGD,Peregrine Gold Limited (ASX:PGD),https://www.listcorp.com/asx/pgd/peregrine-gold-limited,"	8824200",0.13,0,0,Materials
MEM,ASX:MEM,Memphasys Limited (ASX:MEM),https://www.listcorp.com/asx/mem/memphasys-limited,"	8815410",0.005,0,0,Health Care
DTR,ASX:DTR,Dateline Resources Limited (ASX:DTR),https://www.listcorp.com/asx/dtr/dateline-resources,"	8806910",0.003,0,0,Materials
BLZ,ASX:BLZ,Blaze Minerals Limited (ASX:BLZ),https://www.listcorp.com/asx/blz/blaze-minerals-limited,"	8774910",0.007,0,0,Energy
RRR,ASX:RRR,Revolver Resources Holdings Ltd (ASX:RRR),https://www.listcorp.com/asx/rrr/revolver-resources-holdings,"	8739980",0.032,0,0,Materials
AXP,ASX:AXP,AXP Energy Limited (ASX:AXP),https://www.listcorp.com/asx/axp/axp-energy-limited,"	8737020",0.0015,0,0,Energy
NME,ASX:NME,Nex Metals Explorations (ASX:NME),https://www.listcorp.com/asx/nme/nex-metals-explorations,"	8712900",0.032,0,0,Materials
MRR,ASX:MRR,Minrex Resources Limited (ASX:MRR),https://www.listcorp.com/asx/mrr/minrex-resources-limited,"	8678940",0.008,0,0,Materials
DOU,ASX:DOU,Douugh Limited (ASX:DOU),https://www.listcorp.com/asx/dou/douugh-limited,"	8656550",0.008,0,0,Information Technology
MVL,ASX:MVL,Marvel Gold Limited (ASX:MVL),https://www.listcorp.com/asx/mvl/marvel-gold-limited,"	8637910",0.01,0,0,Materials
CSE,ASX:CSE,Copper Strike Limited (ASX:CSE),https://www.listcorp.com/asx/cse/copper-strike,"	8608530",0.0641225,0,0,Materials
AQX,ASX:AQX,Alice Queen Limited (ASX:AQX),https://www.listcorp.com/asx/aqx/alice-queen-limited,"	8601680",0.0075,0,0,Materials
LIO,ASX:LIO,Lion Energy Limited (ASX:LIO),https://www.listcorp.com/asx/lio/lion-energy-limited,"	8591190",0.019,0,0,Energy
TAV,ASX:MTAV,BetaShares Metaverse ETF (ASX:MTAV),https://www.listcorp.com/asx/mtav/betashares-metaverse-etf,"	8573190",17.96,0,0,Unclassified
PFE,ASX:PFE,Pantera Lithium Limited (ASX:PFE),https://www.listcorp.com/asx/pfe/pantera-lithium-limited,"	8528110",0.018,0,0,Materials
8CO,ASX:8CO,8common Limited (ASX:8CO),https://www.listcorp.com/asx/8co/8common-limited,"	8515610",0.036,0,0,Information Technology
SRK,ASX:SRK,Strike Resources Limited (ASX:SRK),https://www.listcorp.com/asx/srk/strike-resources,"	8512500",0.03,0,0,Materials
IRX,ASX:IRX,InhaleRx Limited (ASX:IRX),https://www.listcorp.com/asx/irx/inhalerx-limited,"	8447270",0.04,0,0,Health Care
BUR,ASX:BUR,Burley Minerals Ltd (ASX:BUR),https://www.listcorp.com/asx/bur/burley-minerals-ltd,"	8420770",0.056,0,0,Materials
TRI,ASX:TRI,TrivarX Limited (ASX:TRI),https://www.listcorp.com/asx/tri/trivarx-limited,"	8367670",0.018,0,0,Health Care
GIB,ASX:GIB,Gibb River Diamonds Limited (ASX:GIB),https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	8365870",0.039,0,0,Materials
MBK,ASX:MBK,Metal Bank Limited (ASX:MBK),https://www.listcorp.com/asx/mbk/metal-bank,"	8297260",0.018,0,0,Materials
CRS,ASX:CRS,Caprice Resources Ltd (ASX:CRS),https://www.listcorp.com/asx/crs/caprice-resources,"	8239070",0.02,0,0,Materials
PAB,ASX:PAB,Patrys Limited (ASX:PAB),https://www.listcorp.com/asx/pab/patrys-limited,"	8229790",0.004,0,0,Health Care
MRQ,ASX:MRQ,MRG Metals Limited (ASX:MRQ),https://www.listcorp.com/asx/mrq/mrg-metals-limited,"	8179560",0.003,0,0,Materials
PVT,ASX:PVT,Pivotal Metals Limited (ASX:PVT),https://www.listcorp.com/asx/pvt/pivotal-metals-limited,"	8165030",0.009,0,0,Materials
ADV,ASX:ADV,Ardiden Limited (ASX:ADV),https://www.listcorp.com/asx/adv/ardiden-limited,"	8127280",0.13,0,0,Materials
CML,ASX:CML,Connected Minerals Limited (ASX:CML),https://www.listcorp.com/asx/cml/connected-minerals-limited,"	8064850",0.195,0,0,Information Technology
BGT,ASX:BGT,Bio-Gene Technology Limited (ASX:BGT),https://www.listcorp.com/asx/bgt/bio-gene-technology,"	8054460",0.04,0,0,Materials
HVY,ASX:HVY,Heavy Minerals Limited (ASX:HVY),https://www.listcorp.com/asx/hvy/heavy-minerals-limited,"	8045230",0.13,0,0,Materials
TAT,ASX:TAT,Tartana Minerals Limited (ASX:TAT),https://www.listcorp.com/asx/tat/tartana-minerals-limited,"	8036420",0.044,0,0,Materials
UCM,ASX:UCM,Uscom Limited (ASX:UCM),https://www.listcorp.com/asx/ucm/uscom-limited,"	8015260",0.032,0,0,Health Care
REE,ASX:REE,RareX Limited (ASX:REE),https://www.listcorp.com/asx/ree/rarex-limited,"	8008460",0.01,0,0,Materials
MPG,ASX:MPG,Many Peaks Gold Limited (ASX:MPG),https://www.listcorp.com/asx/mpg/many-peaks-gold-limited,"	8002390",0.22,0,0,Materials
HOR,ASX:HOR,Horseshoe Metals Limited (ASX:HOR),https://www.listcorp.com/asx/hor/horseshoe-metals-limited,"	7959380",0.012,0,0,Materials
T88,ASX:T88,Taiton Resources Limited (ASX:T88),https://www.listcorp.com/asx/t88/taiton-resources-limited,"	7920560",0.145,0,0,Energy
ENV,ASX:ENV,Enova Mining Limited (ASX:ENV),https://www.listcorp.com/asx/env/enova-mining-limited,"	7879440",0.007,0,0,Materials
PR2,ASX:PR2,Piche Resources Limited (ASX:PR2),https://www.listcorp.com/asx/pr2/piche-resources-limited,"	7868470",0.098,0,0,Unclassified
ANX,ASX:ANX,Anax Metals Limited (ASX:ANX),https://www.listcorp.com/asx/anx/anax-metals-limited,"	7842910",0.009,0,0,Materials
CAZ,ASX:CAZ,Cazaly Resources Limited (ASX:CAZ),https://www.listcorp.com/asx/caz/cazaly-resources,"	7842150",0.017,0,0,Materials
GLH,ASX:GLH,Global Health Limited (ASX:GLH),https://www.listcorp.com/asx/glh/global-health-limited,"	7836690",0.135,0,0,Health Care
ALM,ASX:ALM,Alma Metals Limited (ASX:ALM),https://www.listcorp.com/asx/alm/alma-metals-limited,"	7832610",0.005,0,0,Energy
MRD,ASX:MRD,Mount Ridley Mines Limited (ASX:MRD),https://www.listcorp.com/asx/mrd/mount-ridley-mines-limited,"	7784880",0.001,0,0,Materials
DYM,ASX:DYM,Dynamic Metals Limited (ASX:DYM),https://www.listcorp.com/asx/dym/dynamic-metals-limited,"	7740000",0.215,0,0,Materials
IPC,ASX:IPC,Imperial Pacific Limited (ASX:IPC),https://www.listcorp.com/asx/ipc/imperial-pacific,"	7710390",1.45,0,0,Financials
FTZ,ASX:FTZ,Fertoz Ltd (ASX:FTZ),https://www.listcorp.com/asx/ftz/fertoz,"	7707970",0.026,0,0,Materials
RNX,ASX:RNX,Renegade Exploration Limited (ASX:RNX),https://www.listcorp.com/asx/rnx/renegade-exploration-limited,"	7704020",0.006,0,0,Materials
D3E,ASX:D3E,D3 Energy Limited (ASX:D3E),https://www.listcorp.com/asx/d3e/d3-energy-limited,"	7629600",0.096,0,0,Energy
REY,ASX:REY,Rey Resources Limited (ASX:REY),https://www.listcorp.com/asx/rey/rey-resources-limited,"	7616190",0.036,0,0,Energy
RFA,ASX:RFA,Rare Foods Australia Ltd (ASX:RFA),https://www.listcorp.com/asx/rfa/rare-foods-australia-ltd,"	7615530",0.028,0,0,Consumer Staples
OLL,ASX:OLL,OpenLearning Limited (ASX:OLL),https://www.listcorp.com/asx/oll/openlearning-limited,"	7615240",0.018,0,0,Information Technology
ODE,ASX:ODE,Odessa Minerals Limited (ASX:ODE),https://www.listcorp.com/asx/ode/odessa-minerals-limited,"	7609700",0.006,0,0,Materials
ADR,ASX:ADR,Adherium Limited (ASX:ADR),https://www.listcorp.com/asx/adr/adherium-limited,"	7585800",0.01,0,0,Health Care
TOY,ASX:TOY,Toys R Us ANZ Limited (ASX:TOY),https://www.listcorp.com/asx/toy/toys-r-us-anz-limited,"	7563110",0.05,0,0,Consumer Discretionary
LOM,ASX:LOM,Lucapa Diamond Company Limited (ASX:LOM),https://www.listcorp.com/asx/lom/lucapa-diamond-company-limited,"	7543170",0.026,0,0,Materials
SNX,ASX:SNX,Sierra Nevada Gold Inc. (ASX:SNX),https://www.listcorp.com/asx/snx/sierra-nevada-gold-inc.,"	7527220",0.049,0,0,Materials
CMB,ASX:CMB,Cambium Bio Limited (ASX:CMB),https://www.listcorp.com/asx/cmb/cambium-bio-limited,"	7456880",0.625,0,0,Health Care
L1M,ASX:L1M,Lightning Minerals Ltd (ASX:L1M),https://www.listcorp.com/asx/l1m/lightning-minerals-ltd,"	7439640",0.072,0,0,Materials
VTI,ASX:VTI,Visioneering Technologies Inc (ASX:VTI),https://www.listcorp.com/asx/vti/visioneering-technologies-inc,"	7429920",0.135,0,0,Health Care
EE1,ASX:EE1,Earths Energy Limited (ASX:EE1),https://www.listcorp.com/asx/ee1/earths-energy-limited,"	7419500",0.014,0,0,Materials
TAR,ASX:TAR,Taruga Minerals Limited (ASX:TAR),https://www.listcorp.com/asx/tar/taruga-minerals-limited,"	7413280",0.0105,0,0,Materials
NDQ,ASX:QNDQ,Betashares Nasdaq 100 Equal Weight ETF (ASX:QNDQ),https://www.listcorp.com/asx/qndq/betashares-nasdaq-100-equal-weight-etf,"	7399480",16.48,0,0,Unclassified
MRI,ASX:MRI,My Rewards International Limited (ASX:MRI),https://www.listcorp.com/asx/mri/my-rewards-international-limited,"	7383070",0.009,0,0,Industrials
AD1,ASX:AD1,AD1 Holdings Limited (ASX:AD1),https://www.listcorp.com/asx/ad1/ad1-holdings-limited,"	7359810",0.052,0,0,Communication Services
GRE,ASX:GRE,Greentech Metals Limited (ASX:GRE),https://www.listcorp.com/asx/gre/greentech-metals-limited,"	7353320",0.079,0,0,Materials
GGE,ASX:GGE,Grand Gulf Energy Limited (ASX:GGE),https://www.listcorp.com/asx/gge/grand-gulf-energy-limited,"	7351160",0.003,0,0,Energy
SCT,ASX:SCT,Scout Security Limited (ASX:SCT),https://www.listcorp.com/asx/sct/scout-security-limited,"	7346960",0.52003,0,0,Consumer Discretionary
LHM,ASX:LHM,Land and Homes Group Limited (ASX:LHM),https://www.listcorp.com/asx/lhm/land-and-homes-group-limited,"	7345720",0.007,0,0,Real Estate
LNR,ASX:LNR,Lanthanein Resources Limited (ASX:LNR),https://www.listcorp.com/asx/lnr/lanthanein-resources-limited,"	7330910",0.003,0,0,Materials
ASQ,ASX:ASQ,Australian Silica Quartz Group Ltd (ASX:ASQ),https://www.listcorp.com/asx/asq/australian-silica-quartz-group-ltd,"	7328370",0.026,0,0,Materials
FG1,ASX:FG1,Flynn Gold Limited (ASX:FG1),https://www.listcorp.com/asx/fg1/flynn-gold-limited,"	7316860",0.028,0,0,Materials
KLI,ASX:KLI,Killi Resources Limited (ASX:KLI),https://www.listcorp.com/asx/kli/killi-resources-limited,"	7291640",0.052,0,0,Materials
MEL,ASX:MEL,Metgasco Limited (ASX:MEL),https://www.listcorp.com/asx/mel/metgasco-limited,"	7287930",0.005,0,0,Energy
THB,ASX:THB,Thunderbird Resources Limited (ASX:THB),https://www.listcorp.com/asx/thb/thunderbird-resources-limited,"	7284030",0.02,0,0,Materials
PUR,ASX:PUR,Pursuit Minerals Limited (ASX:PUR),https://www.listcorp.com/asx/pur/pursuit-minerals-limited,"	7270800",0.002,0,0,Materials
CPN,ASX:CPN,Caspin Resources Limited (ASX:CPN),https://www.listcorp.com/asx/cpn/caspin-resources-limited,"	7267430",0.053,0,0,Materials
QEM,ASX:QEM,QEM Limited (ASX:QEM),https://www.listcorp.com/asx/qem/qem-limited,"	7251680",0.038,0,0,Materials
BDG,ASX:BDG,Black Dragon Gold Corp. (ASX:BDG),https://www.listcorp.com/asx/bdg/black-dragon-gold-corp.,"	7245180",0.024,0,0,Materials
DLM,ASX:DLM,Dominion Minerals Limited (ASX:DLM),https://www.listcorp.com/asx/dlm/dominion-minerals-limited,"	7227230",0.032,0,0,Materials
SW1,ASX:SW1,Swift Networks Group Limited (ASX:SW1),https://www.listcorp.com/asx/sw1/swift-networks-group-limited,"	7214720",0.011,0,0,Communication Services
EPN,ASX:EPN,Epsilon Healthcare Limited (ASX:EPN),https://www.listcorp.com/asx/epn/epsilon-healthcare-limited,"	7208500",0.024,0,0,Health Care
KCC,ASX:KCC,Kincora Copper Limited (ASX:KCC),https://www.listcorp.com/asx/kcc/kincora-copper-limited,"	7159410",0.033,0,0,Materials
SCP,ASX:SCP,Scalare Partners Holdings Limited (ASX:SCP),https://www.listcorp.com/asx/scp/scalare-partners-holdings-limited,"	7150970",0.205,0,0,Consumer Staples
OCT,ASX:OCT,Octava Minerals Limited (ASX:OCT),https://www.listcorp.com/asx/oct/octava-minerals-limited,"	7109350",0.12,0,0,Materials
SIV,ASX:SIV,SIV Capital Limited (ASX:SIV),https://www.listcorp.com/asx/siv/siv-capital-limited,"	7102930",0.15,0,0,Industrials
PO3,ASX:PO3,Purifloh Limited (ASX:PO3),https://www.listcorp.com/asx/po3/purifloh-limited,"	7078170",0.22,0,0,Utilities
ALY,ASX:ALY,Alchemy Resources Limited (ASX:ALY),https://www.listcorp.com/asx/aly/alchemy-resources-limited,"	7068460",0.006,0,0,Materials
HMI,ASX:HMI,Hiremii Limited (ASX:HMI),https://www.listcorp.com/asx/hmi/hiremii-limited,"	7061540",0.048,0,0,Industrials
ORP,ASX:ORP,Orpheus Uranium Limited (ASX:ORP),https://www.listcorp.com/asx/orp/orpheus-uranium-limited,"	7023910",0.037,0,0,Materials
BCC,ASX:BCC,Beam Communications Holdings Limited (ASX:BCC),https://www.listcorp.com/asx/bcc/beam-communications-holdings-limited,"	7000180",0.081,0,0,Information Technology
CHM,ASX:CHM,Chimeric Therapeutics Limited (ASX:CHM),https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	6965990",0.007,0,0,Health Care
ASR,ASX:ASR,Asra Minerals Limited (ASX:ASR),https://www.listcorp.com/asx/asr/asra-minerals-limited,"	6937810",0.0035,0,0,Materials
VMG,ASX:VMG,VDM Group Limited (ASX:VMG),https://www.listcorp.com/asx/vmg/vdm-group-limited,"	6927660",0.001,0,0,Industrials
ZLD,ASX:ZLD,Zelira Therapeutics Limited (ASX:ZLD),https://www.listcorp.com/asx/zld/zelira-therapeutics-limited,"	6921760",0.61,0,0,Health Care
SRR,ASX:SRR,Sarama Resources Limited (ASX:SRR),https://www.listcorp.com/asx/srr/sarama-resources-limited,"	6848460",0.029,0,0,Materials
ARP,ASX:GARP,Global X S&P World ex Australia GARP ETF (ASX:GARP),https://www.listcorp.com/asx/garp/global-x-s-and-p-world-ex-australia-garp-etf,"	6846000",11.41,0,0,Unclassified
OPN,ASX:OPN,Openn Negotiation Limited (ASX:OPN),https://www.listcorp.com/asx/opn/openn-negotiation-limited,"	6775080",0.006,0,0,Industrials
PPY,ASX:PPY,Papyrus Australia Limited (ASX:PPY),https://www.listcorp.com/asx/ppy/papyrus-australia-limited,"	6766120",0.013,0,0,Materials
AHN,ASX:AHN,Athena Resources Limited (ASX:AHN),https://www.listcorp.com/asx/ahn/athena-resources-limited,"	6677340",0.005,0,0,Materials
DM1,ASX:DM1,Desert Metals Limited (ASX:DM1),https://www.listcorp.com/asx/dm1/desert-metals-limited,"	6635640",0.025,0,0,Materials
NYM,ASX:NYM,Narryer Metals Limited (ASX:NYM),https://www.listcorp.com/asx/nym/narryer-metals-limited,"	6625300",0.05,0,0,Materials
AYT,ASX:AYT,Austin Metals Limited (ASX:AYT),https://www.listcorp.com/asx/ayt/austin-metals-limited,"	6620960",0.005,0,0,Materials
